id,x,y,risk,value,service_time,payload,segment,risk_value,kind,tower_id,stop_id,uav_id,start,finish,energy_mean,energy_q95,feasible,vehicle_id,vehicle_arrival,vehicle_departure,road_travel,priority,sortie_id
38.0,33.899,14.0113,,,,,,,stop,,,,,,,,,,,,,,
39.0,35.655,22.4751,,,,,,,stop,,,,,,,,,,,,,,
40.0,35.2451,0.75,,,,,,,stop,,,,,,,,,,,,,,
41.0,36.9105,8.0696,,,,,,,stop,,,,,,,,,,,,,,
42.0,37.8805,15.3195,,,,,,,stop,,,,,,,,,,,,,,
43.0,39.5356,23.6367,,,,,,,stop,,,,,,,,,,,,,,
44.0,37.6926,0.0848,,,,,,,stop,,,,,,,,,,,,,,
45.0,40.1995,8.5139,,,,,,,stop,,,,,,,,,,,,,,
46.0,41.8597,13.9423,,,,,,,stop,,,,,,,,,,,,,,
47.0,42.98,22.9658,,,,,,,stop,,,,,,,,,,,,,,
48.0,42.6358,-0.1074,,,,,,,stop,,,,,,,,,,,,,,
49.0,42.6487,7.8137,,,,,,,stop,,,,,,,,,,,,,,
50.0,45.3773,15.0963,,,,,,,stop,,,,,,,,,,,,,,
51.0,46.9249,22.8692,,,,,,,stop,,,,,,,,,,,,,,
52.0,45.0692,0.6067,,,,,,,stop,,,,,,,,,,,,,,
53.0,46.2603,7.4343,,,,,,,stop,,,,,,,,,,,,,,
54.0,48.1423,14.8056,,,,,,,stop,,,,,,,,,,,,,,
55.0,49.4228,23.5778,,,,,,,stop,,,,,,,,,,,,,,
56.0,48.7185,1.0547,,,,,,,stop,,,,,,,,,,,,,,
57.0,50.1337,8.0365,,,,,,,stop,,,,,,,,,,,,,,
58.0,51.3182,14.8723,,,,,,,stop,,,,,,,,,,,,,,
59.0,53.814,22.7081,,,,,,,stop,,,,,,,,,,,,,,
60.0,52.4698,-0.8006,,,,,,,stop,,,,,,,,,,,,,,
61.0,54.0918,7.3449,,,,,,,stop,,,,,,,,,,,,,,
62.0,55.1714,14.8336,,,,,,,stop,,,,,,,,,,,,,,
63.0,57.1229,22.1836,,,,,,,stop,,,,,,,,,,,,,,
64.0,55.3159,0.5928,,,,,,,stop,,,,,,,,,,,,,,
65.0,57.2462,6.8206,,,,,,,stop,,,,,,,,,,,,,,
66.0,59.03,15.514,,,,,,,stop,,,,,,,,,,,,,,
67.0,59.602,22.7893,,,,,,,stop,,,,,,,,,,,,,,
68.0,60.2363,-0.4108,,,,,,,stop,,,,,,,,,,,,,,
69.0,60.1804,6.7284,,,,,,,stop,,,,,,,,,,,,,,
70.0,62.2562,14.2027,,,,,,,stop,,,,,,,,,,,,,,
71.0,63.3054,21.9306,,,,,,,stop,,,,,,,,,,,,,,
72.0,63.2363,-0.9303,,,,,,,stop,,,,,,,,,,,,,,
73.0,63.7031,7.0451,,,,,,,stop,,,,,,,,,,,,,,
74.0,65.3353,14.6995,,,,,,,stop,,,,,,,,,,,,,,
75.0,66.8803,22.6367,,,,,,,stop,,,,,,,,,,,,,,
76.0,65.9897,0.7629,,,,,,,stop,,,,,,,,,,,,,,
77.0,67.6964,7.6695,,,,,,,stop,,,,,,,,,,,,,,
78.0,68.8042,14.9089,,,,,,,stop,,,,,,,,,,,,,,
79.0,70.9919,22.5415,,,,,,,stop,,,,,,,,,,,,,,
80.0,70.817,0.7549,,,,,,,stop,,,,,,,,,,,,,,
81.0,72.2569,8.6292,,,,,,,stop,,,,,,,,,,,,,,
82.0,73.3151,15.8612,,,,,,,stop,,,,,,,,,,,,,,
83.0,73.8983,22.3024,,,,,,,stop,,,,,,,,,,,,,,
84.0,73.8526,-1.0226,,,,,,,stop,,,,,,,,,,,,,,
85.0,74.3027,7.4178,,,,,,,stop,,,,,,,,,,,,,,
86.0,76.434,14.5043,,,,,,,stop,,,,,,,,,,,,,,
87.0,77.1273,23.3314,,,,,,,stop,,,,,,,,,,,,,,
88.0,77.4354,0.8641,,,,,,,stop,,,,,,,,,,,,,,
89.0,78.7174,7.8234,,,,,,,stop,,,,,,,,,,,,,,
90.0,80.3244,14.3395,,,,,,,stop,,,,,,,,,,,,,,
91.0,80.5321,22.7398,,,,,,,stop,,,,,,,,,,,,,,
92.0,80.8079,-0.9985,,,,,,,stop,,,,,,,,,,,,,,
93.0,81.3607,7.6408,,,,,,,stop,,,,,,,,,,,,,,
94.0,82.9877,15.4588,,,,,,,stop,,,,,,,,,,,,,,
95.0,85.354,22.445,,,,,,,stop,,,,,,,,,,,,,,
96.0,83.6758,0.3986,,,,,,,stop,,,,,,,,,,,,,,
97.0,85.5491,8.5123,,,,,,,stop,,,,,,,,,,,,,,
98.0,87.2985,16.1085,,,,,,,stop,,,,,,,,,,,,,,
99.0,89.1746,21.382,,,,,,,stop,,,,,,,,,,,,,,
,,,0.7329,213.9235,,,,0.028405094385558063,task,8.0,4.0,0.0,3.234627,8.695527,37.448804,53.616635,True,0.0,2.367452,9.562701,2.367452,0.028405094386,0.0
,,,0.7019,189.9785,,,,0.024223922323513482,task,32.0,16.0,1.0,12.699196,18.384796,52.44088,75.081263,True,1.0,10.983859,20.100133,10.983859,0.024223922324,1.0
,,,0.6063,184.9283,,,,0.021448512388064663,task,76.0,36.0,2.0,28.553937,32.346137,51.29364,73.438724,True,2.0,26.459915,34.440159,26.459915,0.021448512388,2.0
,,,0.5704,165.9797,,,,0.018311227568369663,task,152.0,76.0,3.0,57.269998,63.321798,45.619298,65.314589,True,3.0,56.016603,64.575192,56.016603,0.018311227568,3.0
,,,0.5691,158.8843,,,,0.01740238891925669,task,188.0,92.0,3.0,79.377499,84.857599,55.141306,78.947548,True,3.0,77.365923,86.869176,12.790731,0.017402388919,4.0
,,,0.8121,123.8,,,,0.01633425762101797,task,87.0,47.0,0.0,51.040392,56.752292,65.862998,94.298133,True,0.0,48.411963,59.380721,38.849262,0.016334257621,5.0
,,,0.4738,163.8907,,,,0.01623416263626991,task,0.0,0.0,1.0,33.084177,40.942077,60.455013,86.55535,True,1.0,31.083992,42.942261,10.983859,0.016234162636,6.0
,,,0.5477,152.3217,,,,0.016214509516719343,task,196.0,96.0,2.0,82.806881,89.939581,84.013594,120.284915,True,2.0,79.16044,93.586021,44.720281,0.016214509517,7.0
,,,0.507,152.1616,,,,0.015491740589534423,task,108.0,56.0,0.0,80.294897,85.614897,45.995303,65.852927,True,0.0,78.795086,87.114707,19.414365,0.01549174059,8.0
,,,0.7684,121.6019,,,,0.015409429739425728,task,125.0,65.0,0.0,97.889692,100.933892,48.554606,69.517162,True,0.0,95.93817,102.885413,8.823463,0.015409429739,9.0
,,,0.5409,147.5197,,,,0.015516170548950166,task,20.0,8.0,1.0,50.885873,54.030173,57.772793,82.715131,True,1.0,48.356817,56.55923,5.414555,0.015516170549,10.0
,,,0.5594,128.7623,,,,0.01351127287755414,task,165.0,81.0,3.0,99.515111,104.946711,49.160959,70.385297,True,3.0,97.906441,106.555383,11.037265,0.013511272878,11.0
,,,0.4775,135.2475,,,,0.013075977447914585,task,72.0,36.0,1.0,78.543043,85.713243,42.584215,60.969165,True,1.0,77.609036,86.647251,21.049806,0.013075977448,12.0
,,,0.6738,105.8092,,,,0.011967970222471197,task,133.0,69.0,0.0,106.384305,113.826005,45.149755,64.642329,True,0.0,105.401683,114.808627,2.51627,0.011967970222,13.0
,,,0.4254,131.8944,,,,0.011935106705896979,task,104.0,52.0,1.0,99.350068,107.246568,47.280641,67.693186,True,1.0,98.282331,108.314305,11.63508,0.011935106706,14.0
,,,0.4177,129.2641,,,,0.011546377003490076,task,136.0,68.0,2.0,114.61836,120.47986,39.540629,56.611567,True,2.0,113.688996,121.409224,20.102975,0.011546377003,15.0
,,,0.7559,91.9683,,,,0.010831487684156434,task,90.0,46.0,1.0,122.281344,127.126444,57.305213,82.045682,True,1.0,120.071204,129.336585,11.756898,0.010831487684,16.0
,,,0.3992,123.1516,,,,0.010655160386921516,task,128.0,64.0,0.0,123.462045,129.045545,53.432157,76.500506,True,0.0,121.520059,130.987532,6.711431,0.010655160387,17.0
,,,0.3371,130.3586,,,,0.010496892920671167,task,88.0,44.0,3.0,138.811495,143.047695,47.072729,67.395512,True,3.0,137.073732,144.785456,30.51835,0.010496892921,18.0
,,,0.6612,96.4342,,,,0.010545874343394924,task,118.0,62.0,2.0,137.037423,144.022823,56.831296,81.36716,True,2.0,135.178176,145.882071,13.768952,0.010545874343,19.0
,,,0.3897,122.7623,,,,0.010487398388585424,task,180.0,92.0,0.0,155.174075,162.530075,63.088619,90.325967,True,0.0,152.880348,164.823802,21.892816,0.010487398389,20.0
,,,0.6187,96.5843,,,,0.010138991297523086,task,159.0,83.0,1.0,159.348718,166.409518,53.451092,76.527616,True,1.0,157.717763,168.040473,28.381179,0.010138991298,21.0
,,,0.6467,91.7553,,,,0.009770195130110054,task,50.0,26.0,3.0,162.2469,169.7021,35.35272,50.615605,True,3.0,161.875639,170.07336,17.090183,0.00977019513,22.0
,,,0.6133,93.4993,,,,0.009682595708999507,task,137.0,69.0,2.0,155.280667,158.471367,37.879942,54.233909,True,2.0,154.048999,159.703037,8.166927,0.009682595709,23.0
,,,0.5866,96.8666,,,,0.00985200759016528,task,173.0,89.0,0.0,174.142101,179.906801,48.191166,68.996814,True,0.0,172.594836,181.454065,7.771035,0.00985200759,24.0
,,,0.686,88.1192,,,,0.009632453245307865,task,170.0,86.0,1.0,175.966459,182.752559,41.22308,59.020385,True,1.0,175.069052,183.649967,7.028579,0.009632453245,25.0
,,,0.4035,112.4899,,,,0.009614337977930518,task,160.0,80.0,2.0,172.018758,175.201358,47.954003,68.65726,True,2.0,170.159475,177.06064,10.456439,0.009614337978,26.0
,,,0.573,95.1502,,,,0.009500024286345965,task,195.0,99.0,1.0,198.013399,204.894999,59.240801,84.816925,True,1.0,196.060071,206.848327,12.410104,0.009500024286,27.0
,,,0.3581,112.4285,,,,0.00905797648031107,task,92.0,44.0,3.0,190.09181,193.54851,62.703749,89.774937,True,3.0,187.163543,196.476777,17.090183,0.00905797648,28.0
,,,0.37,108.8228,,,,0.008846204372959405,task,12.0,8.0,3.0,225.619537,229.714237,64.469835,92.303498,True,3.0,222.837821,232.495954,26.361044,0.008846204373,29.0
,,,0.6145,83.6576,,,,0.008409898422979777,task,126.0,66.0,2.0,195.750031,199.997831,60.232764,86.23715,True,2.0,193.250533,202.497328,16.189893,0.008409898423,30.0
,,,0.3575,101.6923,,,,0.00800830429773511,task,100.0,48.0,0.0,214.307504,219.427204,42.458849,60.789674,True,0.0,213.119427,220.615281,31.665361,0.008008304298,31.0
,,,0.5633,85.0966,,,,0.008159253813681005,task,151.0,79.0,2.0,216.825185,221.753885,60.11971,86.075287,True,2.0,214.388863,224.190208,11.891535,0.008159253814,32.0
,,,0.4463,91.1334,,,,0.00781318157866315,task,33.0,17.0,3.0,242.235377,248.050477,39.912594,57.144121,True,3.0,241.288065,248.99779,8.792111,0.007813181579,33.0
,,,0.3142,104.1426,,,,0.007768248559739324,task,52.0,24.0,0.0,240.187248,247.611348,47.815638,68.459158,True,0.0,238.98976,248.808835,18.374479,0.00776824856,34.0
,,,0.5028,81.6896,,,,0.007246059852646278,task,75.0,39.0,2.0,254.597006,261.394006,30.153374,43.171537,True,2.0,254.479032,261.511979,30.288825,0.007246059853,35.0
,,,0.3695,89.5507,,,,0.006939150326176123,task,11.0,7.0,3.0,264.599959,268.971359,29.384327,42.070469,True,3.0,264.151896,269.419422,15.154106,0.006939150326,36.0
,,,0.5797,76.4828,,,,0.007214596421374321,task,42.0,22.0,0.0,264.781406,269.419806,53.92047,77.199639,True,0.0,262.768011,271.4332,13.959176,0.007214596421,37.0
,,,0.3161,95.8153,,,,0.007025510608559378,task,84.0,44.0,1.0,255.721464,263.525464,46.58254,66.693693,True,1.0,254.602547,264.644381,47.754221,0.007025510609,38.0
,,,0.4989,76.777,,,,0.00664713416504688,task,177.0,89.0,1.0,300.710015,305.451815,27.735322,39.709536,True,1.0,300.428634,305.733196,35.784253,0.006647134165,39.0
,,,0.5149,78.0804,,,,0.0069200554133107715,task,191.0,95.0,2.0,305.705641,309.486041,45.599816,65.286696,True,2.0,304.11113,311.080553,42.599151,0.006920055413,40.0
,,,0.5313,75.4804,,,,0.0067343638372067685,task,153.0,77.0,1.0,315.900075,320.762175,34.842358,49.884904,True,1.0,315.180689,321.481562,9.447492,0.006734363837,41.0
,,,0.5958,74.427,,,,0.007071163227494684,task,70.0,38.0,0.0,285.891799,292.527899,60.468611,86.574819,True,0.0,283.775942,294.643756,12.342742,0.007071163227,42.0
,,,0.299,95.7238,,,,0.006847073307242466,task,164.0,80.0,1.0,329.865637,333.049637,47.595463,68.143927,True,1.0,327.983985,334.931289,6.502424,0.006847073307,43.0
,,,0.3115,95.2742,,,,0.006930410918930754,task,148.0,76.0,0.0,326.467522,333.336322,58.370594,83.571022,True,0.0,324.401963,335.40188,29.758207,0.006930410919,44.0
,,,0.4732,76.0869,,,,0.006377473306434028,task,178.0,90.0,2.0,319.95115,325.57255,35.79259,51.245381,True,2.0,319.256995,326.266705,8.176442,0.006377473306,45.0
,,,0.5051,76.6399,,,,0.0066775794453356775,task,15.0,11.0,3.0,274.698638,277.882238,56.582195,81.010515,True,3.0,272.22447,280.356406,2.805048,0.006677579445,46.0
,,,0.3568,86.0346,,,,0.00648198177363479,task,198.0,98.0,2.0,334.336388,337.513888,47.945865,68.645608,True,2.0,332.433813,339.416462,6.167108,0.006481981774,47.0
,,,0.4526,74.1159,,,,0.006009467038636278,task,3.0,3.0,3.0,287.164958,292.182058,31.424664,44.991683,True,3.0,286.687329,292.659687,6.330923,0.006009467039,48.0
,,,0.5238,70.8157,,,,0.006125786978372282,task,146.0,74.0,0.0,348.105175,354.939175,39.771115,56.941561,True,0.0,347.360699,355.68365,11.958819,0.006125786978,49.0
,,,0.3603,82.7403,,,,0.006191328757141462,task,55.0,31.0,3.0,315.830167,319.606067,45.9648,65.809255,True,3.0,314.11592,321.320314,21.456233,0.006191328757,50.0
,,,0.4826,72.7179,,,,0.006065077782612879,task,30.0,18.0,3.0,335.04147,342.66557,49.344824,70.648542,True,3.0,333.72092,343.98612,12.400607,0.006065077783,51.0
,,,0.4195,75.8819,,,,0.005958965507823873,task,145.0,73.0,1.0,344.266549,351.028549,45.601798,65.289534,True,1.0,343.070726,352.224372,8.139436,0.005958965508,52.0
,,,0.4906,70.156,,,,0.0058276526657140915,task,91.0,47.0,3.0,368.286439,375.461939,45.80679,65.583027,True,3.0,367.216708,376.531671,23.230588,0.005827652666,53.0
,,,0.5309,68.5572,,,,0.0059032247234585755,task,41.0,21.0,1.0,392.082842,397.744942,54.908292,78.613935,True,1.0,390.058028,399.769757,37.833656,0.005903224723,54.0
,,,0.2243,91.0664,,,,0.005732671699714904,task,176.0,88.0,2.0,356.523445,361.939345,48.6265,69.620095,True,2.0,354.979506,363.483284,15.563044,0.0057326717,55.0
,,,0.4399,71.7869,,,,0.005667771418240257,task,130.0,66.0,0.0,362.933456,367.359456,48.692444,69.714509,True,0.0,361.133098,369.159813,5.449448,0.005667771418,56.0
,,,0.2736,83.1163,,,,0.005507874696793682,task,192.0,96.0,2.0,369.831407,375.300507,39.822777,57.015527,True,2.0,368.847059,376.284855,5.363775,0.005507874697,57.0
,,,0.2561,85.1327,,,,0.005531729734818722,task,124.0,64.0,0.0,383.949103,388.985703,47.875126,68.544329,True,0.0,382.33967,390.595135,13.179857,0.005531729735,58.0
,,,0.4227,68.7011,,,,0.005224484571059584,task,31.0,19.0,3.0,399.203775,402.801075,35.173267,50.358677,True,3.0,398.253833,403.751016,21.722162,0.005224484571,59.0
,,,0.4973,66.4195,,,,0.0054413388455425435,task,53.0,29.0,1.0,406.494921,411.874721,48.589363,69.566925,True,1.0,404.957316,413.412326,5.187559,0.005441338846,60.0
,,,0.2434,84.7153,,,,0.005388583461616577,task,4.0,4.0,3.0,427.504563,430.989263,47.397485,67.860475,True,3.0,425.755884,432.737943,22.004867,0.005388583462,61.0
,,,0.4201,70.5342,,,,0.005400655145002266,task,101.0,53.0,0.0,402.119919,407.057819,49.795937,71.294415,True,0.0,400.323235,408.854502,9.7281,0.005400655145,62.0
,,,0.245,85.4762,,,,0.00546495715177716,task,172.0,84.0,2.0,386.956435,393.363235,59.348482,84.971095,True,2.0,384.792406,395.527263,8.507551,0.005464957152,63.0
,,,0.3969,71.0423,,,,0.005297837316385289,task,29.0,13.0,1.0,426.42052,431.26052,52.24316,74.798181,True,1.0,424.603736,433.077306,11.19141,0.005297837316,64.0
,,,0.4449,68.6776,,,,0.005364728889914223,task,117.0,61.0,2.0,415.838977,422.500677,56.722461,81.211338,True,2.0,413.921003,424.418651,18.39374,0.00536472889,65.0
,,,0.2495,79.468,,,,0.005004696487728408,task,16.0,8.0,3.0,436.977042,441.281542,40.585008,58.106837,True,3.0,435.797065,442.461517,3.059123,0.005004696488,66.0
,,,0.246,80.6395,,,,0.0050740533978000275,task,28.0,12.0,1.0,441.283234,445.906934,45.146387,64.637507,True,1.0,439.771669,447.418499,6.694364,0.005074053398,67.0
,,,0.4644,66.5933,,,,0.005258767624892774,task,183.0,95.0,0.0,447.108937,450.804037,56.300373,80.607021,True,0.0,444.748617,453.164356,35.894115,0.005258767625,68.0
,,,0.4405,66.4258,,,,0.005093517561499487,task,10.0,6.0,3.0,456.62037,464.45167,49.199254,70.440125,True,3.0,455.342146,465.729895,12.880629,0.005093517561,69.0
,,,0.3963,68.1503,,,,0.004998420744304036,task,74.0,38.0,2.0,443.704409,450.121809,44.050365,63.068298,True,2.0,442.645589,451.180629,18.226938,0.004998420744,70.0
,,,0.381,66.7612,,,,0.004761991022724387,task,27.0,15.0,1.0,467.28133,474.16833,34.99282,50.100325,True,1.0,466.847024,474.602636,19.428525,0.004761991023,71.0
,,,0.4199,67.134,,,,0.005041612054649334,task,179.0,91.0,0.0,459.104092,465.945792,55.016697,78.769142,True,0.0,457.30513,467.744754,4.140774,0.005041612055,72.0
,,,0.2529,80.429,,,,0.005111564792635071,task,36.0,20.0,2.0,472.247259,476.991459,63.402106,90.774797,True,2.0,469.659072,479.579645,18.478443,0.005111564793,73.0
,,,0.4451,66.5159,,,,0.005131518820173026,task,1.0,1.0,3.0,476.519315,483.640715,66.306341,94.932881,True,3.0,474.08197,486.078059,8.352075,0.00513151882,74.0
,,,0.248,75.1253,,,,0.004633109259659762,task,184.0,92.0,0.0,489.191342,492.850242,38.009276,54.41908,True,0.0,488.093242,493.948342,20.348488,0.00463310926,75.0
,,,0.4318,66.6054,,,,0.00505930300831158,task,69.0,33.0,2.0,494.262512,498.137312,64.285635,92.039773,True,2.0,491.389915,501.00991,11.810269,0.005059303008,76.0
,,,0.4234,64.9775,,,,0.004835561776234741,task,114.0,58.0,1.0,508.006994,515.718394,51.862296,74.252886,True,1.0,506.542427,517.182961,31.93979,0.004835561776,77.0
,,,0.2333,76.982,,,,0.004676584151892828,task,48.0,24.0,3.0,506.165248,513.258848,42.650164,61.063586,True,3.0,505.277437,514.14666,19.199377,0.004676584152,78.0
,,,0.3561,65.7429,,,,0.004509425412180308,task,26.0,14.0,2.0,516.357897,520.446797,34.445344,49.316486,True,2.0,515.488312,521.316382,14.478402,0.004509425412,79.0
,,,0.2112,82.3231,,,,0.004927672205541232,task,44.0,20.0,3.0,519.527633,526.967533,61.247317,87.689717,True,3.0,517.427137,529.068029,3.280477,0.004927672206,80.0
,,,0.4508,61.8742,,,,0.0046596042322498595,task,138.0,70.0,0.0,516.035723,520.188123,46.063959,65.951224,True,0.0,514.506231,521.717614,20.557889,0.004659604232,81.0
,,,0.4305,64.4263,,,,0.004819046858537617,task,107.0,55.0,1.0,526.794378,532.729778,56.076023,80.285812,True,1.0,524.819631,534.704526,7.63667,0.004819046859,82.0
,,,0.3667,64.6847,,,,0.004469522002871966,task,175.0,91.0,0.0,539.852513,546.563913,40.903065,58.562209,True,0.0,539.007497,547.40893,17.289882,0.004469522003,83.0
,,,0.2394,74.2243,,,,0.00449696200515735,task,120.0,60.0,1.0,557.298794,560.516494,44.097664,63.136018,True,1.0,555.762881,562.052408,21.058355,0.004496962005,84.0
,,,0.2586,66.9302,,,,0.004019796606722862,task,187.0,95.0,0.0,551.717551,555.920651,24.538182,35.13209,True,0.0,551.549704,556.088499,4.140774,0.004019796607,85.0
,,,0.4058,59.0882,,,,0.0041220982740317776,task,58.0,30.0,2.0,534.167799,538.973399,33.417841,47.845378,True,2.0,533.513008,539.628189,12.196626,0.004122098274,86.0
,,,0.4336,59.0288,,,,0.004259823871692772,task,67.0,35.0,2.0,547.956933,551.567633,41.657643,59.642562,True,2.0,546.574628,552.949937,6.94644,0.004259823872,87.0
,,,0.4045,61.0214,,,,0.004314868574108727,task,18.0,10.0,3.0,543.619569,550.526469,46.314416,66.309811,True,3.0,542.424325,551.721713,13.356296,0.004314868574,88.0
,,,0.3756,62.4685,,,,0.004301732480509651,task,61.0,33.0,2.0,567.98989,572.18239,46.022357,65.891661,True,2.0,566.390544,573.781736,13.440607,0.004301732481,89.0
,,,0.3916,58.0253,,,,0.003940593121725085,task,49.0,25.0,3.0,564.390891,568.629091,30.210184,43.252874,True,3.0,563.857758,569.162224,12.136045,0.003940593122,90.0
,,,0.3871,64.988,,,,0.004620703204218881,task,95.0,47.0,1.0,586.603627,594.533927,71.00361,101.65811,True,1.0,583.98753,597.150023,21.935123,0.004620703204,91.0
,,,0.3427,63.5806,,,,0.004222603403964902,task,5.0,5.0,3.0,585.821651,593.372951,51.990172,74.43597,True,3.0,584.315844,594.878759,15.15362,0.004222603404,92.0
,,,0.2026,69.5403,,,,0.003873361427895449,task,112.0,56.0,2.0,592.427632,595.821132,31.515319,45.121477,True,2.0,591.663153,596.58561,17.881417,0.003873361428,93.0
,,,0.2448,66.2511,,,,0.003878221236724299,task,110.0,58.0,0.0,586.877558,590.027458,33.361277,47.764393,True,0.0,585.975406,590.92961,29.886907,0.003878221237,94.0
,,,0.3712,61.2245,,,,0.004153997427632785,task,162.0,82.0,0.0,611.216175,618.797675,51.413011,73.609631,True,0.0,609.803139,620.210711,18.873529,0.004153997428,95.0
,,,0.4101,61.7352,,,,0.004419483260053112,task,157.0,81.0,2.0,620.505489,627.743389,69.210658,99.091084,True,2.0,617.780265,630.468614,21.194655,0.00441948326,96.0
,,,0.3189,59.2005,,,,0.0036820576021038844,task,98.0,50.0,1.0,604.405688,609.821988,28.172362,40.33526,True,1.0,604.20135,610.026327,7.051326,0.003682057602,97.0
,,,0.3186,59.8995,,,,0.003744831996320256,task,185.0,93.0,0.0,630.65638,638.47988,39.681398,56.81311,True,0.0,630.069965,639.066295,9.859254,0.003744831996,98.0
,,,0.38,55.7737,,,,0.003656878247814611,task,9.0,5.0,7.0,585.138763,590.415063,36.877416,52.798561,True,3.0,584.315844,594.878759,0.0,0.003656878248,99.0
,,,0.1945,64.7281,,,,0.0034550951531425542,task,40.0,20.0,3.0,607.462274,611.279974,26.648648,38.153711,True,3.0,607.096907,611.64534,12.218148,0.003455095153,100.0
,,,0.2055,72.371,,,,0.004111249479325339,task,156.0,80.0,1.0,638.11079,641.81539,67.676067,96.893961,True,1.0,635.05804,644.868139,25.031713,0.004111249479,101.0
,,,0.3729,58.7025,,,,0.003913365375536539,task,163.0,83.0,2.0,644.083084,651.069184,56.024225,80.211651,True,2.0,642.272644,652.879624,11.80403,0.003913365376,102.0
,,,0.1844,68.5806,,,,0.0036827231211143496,task,168.0,84.0,1.0,648.983042,654.993742,43.038569,61.619678,True,1.0,647.88333,656.093455,3.015191,0.003682723121,103.0
,,,0.3125,56.5128,,,,0.0034035586012394984,task,17.0,9.0,3.0,622.919203,626.772903,35.185624,50.376369,True,3.0,621.968463,627.723643,10.323122,0.003403558601,104.0
,,,0.3381,58.8173,,,,0.0037456069831867623,task,111.0,59.0,0.0,668.138036,673.292736,55.995941,80.171156,True,0.0,665.979,675.451772,26.912705,0.003745606983,105.0
,,,0.2997,56.3077,,,,0.0033231309277427044,task,155.0,79.0,2.0,656.123468,661.271268,35.491486,50.814281,True,2.0,655.37924,662.015497,2.499616,0.003323130928,106.0
,,,0.3394,52.8314,,,,0.0031851949323071617,task,115.0,59.0,4.0,666.330069,673.176669,33.477122,47.930252,True,0.0,665.979,675.451772,0.0,0.003185194932,107.0
,,,0.377,54.3699,,,,0.0035027663315272497,task,47.0,27.0,3.0,650.111967,654.088767,53.217518,76.1932,True,3.0,647.902711,656.298023,20.179069,0.003502766332,108.0
,,,0.3547,57.9134,,,,0.0037436232869285215,task,189.0,97.0,1.0,671.945325,677.284925,68.682562,98.334992,True,1.0,669.028148,680.202102,12.934693,0.003743623287,109.0
,,,0.3053,54.275,,,,0.003166561441320889,task,167.0,87.0,2.0,668.066183,672.954783,35.015327,50.132549,True,2.0,667.317815,673.70315,5.302319,0.003166561441,110.0
,,,0.1765,62.4614,,,,0.0031818545475588607,task,56.0,28.0,3.0,677.245447,683.305847,36.050092,51.614055,True,3.0,676.62014,683.931153,20.322117,0.003181854548,111.0
,,,0.2999,53.7948,,,,0.003098923722450134,task,2.0,2.0,3.0,708.041371,712.025771,38.584426,55.242541,True,3.0,706.940984,713.126158,23.009831,0.003098923722,112.0
,,,0.3124,52.8059,,,,0.0030648902720137984,task,123.0,63.0,0.0,679.363181,683.354581,37.17099,53.21888,True,0.0,678.323382,684.394379,2.87161,0.003064890272,113.0
,,,0.3365,56.5065,,,,0.003519316804588296,task,37.0,21.0,0.0,721.284987,727.519287,64.876013,92.885036,True,0.0,718.661614,730.142661,34.267234,0.003519316805,114.0
,,,0.1837,62.914,,,,0.0032560473610193353,task,80.0,40.0,2.0,715.963002,722.497802,49.318928,70.611466,True,2.0,714.487646,723.973158,40.784496,0.003256047361,115.0
,,,0.3521,53.109,,,,0.003267446430052627,task,122.0,62.0,1.0,708.368629,714.745229,51.726458,74.058403,True,1.0,706.797899,716.315959,26.595797,0.00326744643,116.0
,,,0.1791,60.3973,,,,0.003043919912976799,task,144.0,72.0,1.0,732.539001,737.535501,40.4301,57.88505,True,1.0,731.493516,738.580986,15.177557,0.003043919913,117.0
,,,0.331,54.6496,,,,0.0033187617719650352,task,94.0,46.0,2.0,738.861244,746.124444,63.140732,90.400579,True,2.0,736.622615,748.363072,12.649457,0.003318761772,118.0
,,,0.3138,56.2406,,,,0.0033849784813735416,task,6.0,6.0,3.0,719.09153,727.06603,69.659742,99.734052,True,3.0,716.573775,729.583785,3.447616,0.003384978481,119.0
,,,0.163,61.6926,,,,0.0030507586289937,task,24.0,12.0,0.0,742.264658,749.633058,51.568563,73.832339,True,0.0,740.819092,751.078623,10.676431,0.003050758629,120.0
,,,0.2301,54.2817,,,,0.0028244005542928225,task,143.0,75.0,1.0,760.030598,767.035598,43.498442,62.278092,True,1.0,759.021322,768.044873,20.440336,0.002824400554,121.0
,,,0.3071,51.5789,,,,0.0029306541156876973,task,186.0,94.0,1.0,784.899746,790.837646,52.171901,74.696158,True,1.0,783.160037,792.577355,15.115164,0.002930654116,122.0
,,,0.3043,50.5408,,,,0.0028252612618261987,task,34.0,18.0,3.0,739.743071,744.361571,48.171842,68.969147,True,3.0,738.07115,746.033491,8.487365,0.002825261262,123.0
,,,0.2338,54.6629,,,,0.0028721484234101227,task,154.0,78.0,2.0,773.133834,780.277134,54.41217,77.903621,True,2.0,771.473214,781.937754,23.110142,0.002872148423,124.0
,,,0.2456,50.0534,,,,0.0025460086064147294,task,109.0,57.0,3.0,776.093562,780.997962,35.509519,50.840099,True,3.0,775.321834,781.76969,29.288343,0.002546008606,125.0
,,,0.1496,64.2545,,,,0.0031562917362869865,task,132.0,64.0,3.0,792.510057,799.305857,71.662108,102.600902,True,3.0,789.543927,802.271987,7.774237,0.003156291736,126.0
